objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,redshift,plate,mjd,fiberid,class
1.24E+18,131.1454035,54.74693672,18.3187,16.73546,15.92109,15.47751,15.2374,1411,301,3,60,5.02E+17,0.08272959,446,51899,503,GALAXY
1.24E+18,131.3677073,54.76506178,18.20987,16.99998,16.49196,16.2896,16.17746,1411,301,3,60,3.57E+18,-0.000305233,3167,54822,211,STAR
1.24E+18,131.1463051,54.71753425,19.52348,18.43682,18.04851,17.89859,17.89085,1411,301,3,60,3.57E+18,-0.000631433,3167,54822,259,STAR
1.24E+18,125.7848955,51.39183536,18.62521,18.40829,18.21966,18.14944,17.67453,1411,301,4,29,8.22E+18,0.3590907,7301,56746,177,QSO
1.24E+18,125.7371205,51.43508152,19.19705,17.72678,16.7234,16.2152,15.89332,1411,301,4,29,4.98E+17,0.1938858,442,51882,488,GALAXY
1.24E+18,125.7386917,51.47256782,19.31989,18.06946,17.63127,17.46047,17.42739,1411,301,4,29,4.98E+17,-6.51E-05,442,51882,414,STAR
1.24E+18,125.9316806,51.60814415,18.07644,16.93514,16.44106,16.16856,15.9497,1411,301,4,30,4.98E+17,0.0177848,442,51882,404,GALAXY
1.24E+18,126.1374819,51.68981078,19.50316,19.29052,18.9087,18.23664,18.32007,1411,301,4,31,8.22E+18,0.1112713,7301,56746,124,QSO
1.24E+18,126.3171599,51.85093819,19.23754,18.72348,17.86668,16.83859,16.21751,1411,301,4,32,4.15E+18,3.36E-06,3690,55182,130,STAR
1.24E+18,126.4946275,51.93885612,18.99087,17.80606,17.70532,17.68664,17.71157,1411,301,4,33,4.15E+18,-8.38E-06,3690,55182,90,STAR
1.24E+18,126.4416173,51.90607534,19.55775,18.19624,17.12034,16.58498,16.27172,1411,301,4,33,4.98E+17,0.1956587,442,51882,531,GALAXY
1.24E+18,127.2037965,47.96658598,19.12836,17.88127,17.3771,17.04247,16.89466,1345,301,2,131,4.99E+17,0.07666874,443,51873,116,GALAXY
1.24E+18,127.321122,48.00945212,19.00995,17.13638,16.2672,15.92575,15.7327,1345,301,2,132,3.57E+18,0.000121404,3174,54821,571,STAR
1.24E+18,127.216236,48.1076303,19.47939,18.1667,17.63836,17.45921,17.34951,1345,301,2,132,3.57E+18,-9.70E-05,3174,54821,579,STAR
1.24E+18,127.3633615,48.22390723,18.53694,17.14388,16.56286,16.34936,16.24646,1345,301,2,133,3.57E+18,-2.28E-05,3174,54821,569,STAR
1.24E+18,127.3617798,48.11857798,19.47556,18.41626,17.96715,17.78513,17.68159,1345,301,2,133,3.57E+18,0.000112242,3174,54821,576,STAR
1.24E+18,127.3584592,48.25380832,19.48777,17.68875,16.69183,16.23695,15.8498,1345,301,2,133,4.99E+17,0.1237855,443,51873,76,GALAXY
1.24E+18,127.5405453,48.31693158,19.0798,18.0216,17.60325,17.45418,17.40222,1345,301,2,134,3.57E+18,-0.00041566,3174,54821,606,STAR
1.24E+18,127.5970179,48.36619476,19.1398,16.91409,15.99142,15.6978,15.54212,1345,301,2,135,3.57E+18,-0.000127058,3174,54821,612,STAR
1.24E+18,127.6875235,48.35811291,17.6528,16.53402,16.07921,15.91342,15.83706,1345,301,2,135,3.57E+18,6.45E-06,3174,54821,610,STAR
1.24E+18,127.7197433,48.33317672,19.3791,19.15936,18.69413,18.24179,18.09104,1345,301,2,135,4.99E+17,0.2232845,443,51873,92,QSO
1.24E+18,127.6973752,48.37958333,19.0538,17.88034,17.42743,17.07866,16.88828,1345,301,2,135,4.99E+17,0.05483358,443,51873,86,GALAXY
1.24E+18,127.7641079,48.5176689,19.51559,18.3803,17.76891,17.3863,17.17906,1345,301,2,136,4.99E+17,0.1231532,443,51873,50,GALAXY
1.24E+18,127.8374294,48.53179317,18.00995,17.89307,17.81395,17.91667,17.48279,1345,301,2,136,8.24E+18,0.3346776,7318,56990,36,QSO
1.24E+18,127.8711796,48.40657463,18.00679,16.54846,15.84566,15.46019,15.15092,1345,301,2,136,4.99E+17,0.04485307,443,51873,42,GALAXY
1.24E+18,127.9188551,48.42276407,18.3842,17.42729,17.11569,16.89645,16.79791,1345,301,2,136,4.99E+17,0.04456387,443,51873,47,GALAXY
1.24E+18,127.8336031,48.44321534,19.36518,18.02296,17.44412,17.12575,16.87321,1345,301,2,136,4.99E+17,0.05450018,443,51873,49,GALAXY
1.24E+18,127.8719758,48.62604056,17.21684,15.4625,14.65014,14.24322,13.94241,1345,301,2,137,4.99E+17,0.05312683,443,51873,60,GALAXY
1.24E+18,127.9095983,48.63157033,19.41489,17.61763,16.54659,16.06431,15.71706,1345,301,2,137,4.99E+17,0.126695,443,51873,56,GALAXY
1.24E+18,127.984767,48.73881708,18.41563,17.29114,16.9007,16.66689,16.53247,1345,301,2,138,4.99E+17,0.0429728,443,51873,58,GALAXY
1.24E+18,128.0719601,48.7338728,19.1529,18.95682,18.71485,18.77806,18.81573,1345,301,2,138,4.99E+17,1.116346,443,51873,11,QSO
1.24E+18,128.2308826,48.77090203,19.58412,19.53955,19.27439,19.3133,19.44187,1345,301,2,139,6.19E+17,1.188746,550,51959,331,QSO
1.24E+18,128.4657802,48.84987478,18.89692,17.54926,16.88911,16.63357,16.61811,1345,301,2,140,4.16E+18,0.000174974,3696,55277,132,STAR
1.24E+18,128.4641197,48.96269326,17.68449,16.72256,16.45553,16.35841,16.32891,1345,301,2,140,8.24E+18,2.39E-05,7319,56962,800,STAR
1.24E+18,128.4949587,49.02231116,19.27417,18.04324,17.39573,17.00326,16.74237,1345,301,2,141,4.99E+17,0.1060403,443,51873,572,GALAXY
1.24E+18,128.6128765,49.11459391,18.81772,17.50245,16.72714,16.31253,16.01054,1345,301,2,141,4.99E+17,0.07534586,443,51873,577,GALAXY
1.24E+18,128.851443,49.12373635,18.79458,17.56022,16.98921,16.61281,16.36442,1345,301,2,142,4.99E+17,0.07539304,443,51873,613,GALAXY
1.24E+18,128.9346336,49.27169617,18.34768,17.12908,16.65531,16.44835,16.36402,1345,301,2,143,4.99E+17,0.000410387,443,51873,601,STAR
1.24E+18,129.0241206,49.54099427,19.40092,17.65972,16.71288,16.27415,15.90163,1345,301,2,145,5.01E+17,0.09551947,445,51873,248,GALAXY
1.24E+18,129.0696308,49.56525626,19.5207,17.74143,16.77415,16.2622,15.87301,1345,301,2,145,5.01E+17,0.09503938,445,51873,244,GALAXY
1.24E+18,129.249598,49.7030439,18.09898,16.86096,16.68501,16.63596,16.62184,1345,301,2,146,8.23E+18,0.000212291,7311,57038,332,STAR
1.24E+18,129.4248885,49.73209622,18.84483,17.89315,17.5985,17.48365,17.46319,1345,301,2,147,4.16E+18,0.000129598,3697,55290,212,STAR
1.24E+18,129.4057548,49.77899374,19.46568,17.53426,16.49219,16.01732,15.63286,1345,301,2,147,5.01E+17,0.09641835,445,51873,210,GALAXY
1.24E+18,129.581944,49.80973962,18.50054,17.52273,17.10599,16.8618,16.67337,1345,301,2,148,5.01E+17,0.03625669,445,51873,126,GALAXY
1.24E+18,129.7294741,49.95672694,19.42458,17.54319,16.51962,16.0685,15.73638,1345,301,2,149,5.01E+17,0.1261968,445,51873,100,GALAXY
1.24E+18,129.8712766,50.119548,19.40059,17.43725,16.58976,16.19251,15.88468,1345,301,2,150,5.01E+17,0.0493242,445,51873,83,GALAXY
1.24E+18,130.1202442,50.21053349,19.24899,17.72802,16.4642,15.5919,15.08718,1345,301,2,151,4.16E+18,-0.000182725,3697,55290,128,STAR
1.24E+18,130.1379375,50.21028142,19.50861,17.39937,16.39618,15.95724,15.59792,1345,301,2,151,5.01E+17,0.1174466,445,51873,101,GALAXY
1.24E+18,130.2917295,50.3094705,19.57637,17.62435,16.53676,16.05296,15.65827,1345,301,2,152,5.01E+17,0.1182773,445,51873,106,GALAXY
1.24E+18,130.2192362,50.3746788,18.76531,17.59464,16.9246,16.50817,16.26352,1345,301,2,152,5.01E+17,0.1256008,445,51873,107,GALAXY
1.24E+18,130.6392564,50.50157952,19.02077,18.8746,18.73626,18.73382,18.71103,1345,301,2,154,5.01E+17,0.9387672,445,51873,118,QSO
1.24E+18,130.6666759,50.56276343,18.85594,17.3343,16.44828,16.03363,15.71517,1345,301,2,154,5.01E+17,0.1317375,445,51873,120,GALAXY
1.24E+18,130.8080154,50.51414629,19.16588,18.05026,17.60262,17.41565,17.3365,1345,301,2,155,5.01E+17,-0.00054496,445,51873,71,STAR
1.24E+18,130.8473946,50.64422919,18.38472,17.39263,17.09194,16.98851,16.97157,1345,301,2,155,8.23E+18,-0.000671802,7311,57038,893,STAR
1.24E+18,130.6997055,50.67659476,19.14911,17.86513,17.22435,16.84692,16.61182,1345,301,2,155,5.01E+17,0.0965642,445,51873,556,GALAXY
1.24E+18,130.6723128,50.69581478,19.52223,17.72385,16.75908,16.29653,15.93172,1345,301,2,155,5.01E+17,0.1258843,445,51873,554,GALAXY
1.24E+18,130.9073133,50.58849806,19.4879,18.9686,19.05498,19.00133,18.77472,1345,301,2,155,4.16E+18,2.416241,3697,55290,990,QSO
1.24E+18,130.8891805,50.61537403,18.50054,16.62682,15.76873,15.35075,15.05587,1345,301,2,155,5.01E+17,0.05580006,445,51873,78,GALAXY
1.24E+18,130.8190977,50.79932262,19.34335,17.92483,17.11351,16.66535,16.33464,1345,301,2,156,5.01E+17,0.09659623,445,51873,597,GALAXY
1.24E+18,131.0337493,50.73970867,16.94744,15.48265,14.84868,14.51049,14.24375,1345,301,2,156,5.01E+17,0.0172299,445,51873,596,GALAXY
1.24E+18,165.9007013,0.769787486,19.27056,17.57314,16.65879,16.22038,15.89737,756,301,5,334,3.12E+17,0.09574383,277,51908,528,GALAXY
1.24E+18,166.0341071,0.759976928,16.14552,15.01367,14.87644,14.88295,14.88311,756,301,5,335,3.12E+17,-0.000217248,277,51908,568,STAR
1.24E+18,165.981467,0.631949502,19.40928,18.32395,17.89311,17.54804,17.39179,756,301,5,335,3.12E+17,0.0962357,277,51908,503,GALAXY
1.24E+18,166.0683255,0.791028023,18.30507,17.13252,17.01485,16.9759,17.00685,756,301,5,336,3.12E+17,0.000552697,277,51908,561,STAR
1.24E+18,166.1111698,0.660972779,19.47869,17.95703,17.04192,16.58644,16.26695,756,301,5,336,3.12E+17,0.1181439,277,51908,550,GALAXY
1.24E+18,166.256666,0.817290684,19.26876,17.43196,16.46959,15.93654,15.54735,756,301,5,337,3.12E+17,0.07126098,277,51908,620,GALAXY
1.24E+18,166.3544218,0.828805101,19.09555,17.22228,16.27785,15.78948,15.42072,756,301,5,337,3.12E+17,0.06782415,277,51908,602,GALAXY
1.24E+18,166.3669594,0.813209933,19.32983,17.86943,17.16662,16.80739,16.54872,756,301,5,338,3.12E+17,0.06833427,277,51908,611,GALAXY
1.24E+18,166.5618227,0.820340276,18.925,17.9004,17.58048,17.44871,17.39876,756,301,5,339,5.73E+17,0.000676472,509,52374,242,STAR
1.24E+18,166.5490786,0.738803223,18.85277,16.91111,15.99671,15.58444,15.23925,756,301,5,339,3.13E+17,0.07466496,278,51900,348,GALAXY
1.24E+18,166.7656497,0.700639551,18.67105,18.35094,18.40539,18.20383,18.27278,756,301,5,340,3.13E+17,0.5802391,278,51900,346,QSO
1.24E+18,166.781614,0.732561147,18.86759,17.27046,16.32317,15.82389,15.45654,756,301,5,340,3.13E+17,0.1200633,278,51900,353,GALAXY
1.24E+18,166.8709829,0.803116605,17.80596,17.62556,17.28589,17.18533,17.1902,756,301,5,341,3.13E+17,1.392492,278,51900,378,QSO
1.24E+18,166.9551377,0.744381676,18.84987,17.08325,16.20378,15.70997,15.2935,756,301,5,341,3.13E+17,0.03907105,278,51900,390,GALAXY
1.24E+18,166.8816816,0.783105813,16.17373,14.29503,13.4294,13.01778,12.68242,756,301,5,341,3.13E+17,0.03947056,278,51900,397,GALAXY
1.24E+18,166.9052244,0.711105359,19.03403,17.863,17.41803,17.20513,17.09206,756,301,5,341,3.13E+17,0.02576178,278,51900,387,GALAXY
1.24E+18,166.9701517,0.823000694,19.3415,17.70053,16.79068,16.36541,16.04687,756,301,5,342,3.13E+17,0.140761,278,51900,418,GALAXY
1.24E+18,167.0904364,0.822695916,18.51301,16.53397,15.51453,15.05539,14.65698,756,301,5,342,3.13E+17,0.08803225,278,51900,407,GALAXY
1.24E+18,167.1783642,0.791667351,19.50567,18.051,17.31017,16.89709,16.57771,756,301,5,343,3.13E+17,0.06730685,278,51900,471,GALAXY
1.24E+18,167.2348239,0.700770884,19.11097,17.93651,17.3724,16.9961,16.7718,756,301,5,343,3.13E+17,0.08169953,278,51900,476,GALAXY
1.24E+18,167.3721002,0.692626236,17.37069,16.23186,15.81305,15.66268,15.61128,756,301,5,344,3.13E+17,0.000127531,278,51900,488,STAR
1.24E+18,167.285,0.707280929,17.07377,15.54805,14.8146,14.41728,14.11405,756,301,5,344,3.13E+17,0.03854868,278,51900,473,GALAXY
1.24E+18,167.3701642,0.674498281,19.12262,17.78164,17.18157,16.8749,16.68585,756,301,5,344,3.13E+17,0.05623049,278,51900,481,GALAXY
1.24E+18,167.5403548,0.65888143,19.54725,19.06249,18.9014,18.94046,18.85517,756,301,5,345,3.13E+17,0.877317,278,51900,498,QSO
1.24E+18,167.4426862,0.813727005,17.13678,15.44387,14.61501,14.1817,13.86789,756,301,5,345,3.13E+17,0.06292506,278,51900,455,GALAXY
1.24E+18,167.4528347,0.804385033,19.11143,18.10502,17.75696,17.47743,17.36701,756,301,5,345,5.73E+17,0.06297269,509,52374,129,GALAXY
1.24E+18,167.6908473,0.710531168,19.1547,17.98277,17.15755,16.71047,16.41915,756,301,5,346,3.13E+17,0.1536324,278,51900,505,GALAXY
1.24E+18,167.7288373,0.815069886,18.972,18.69176,18.5131,18.4212,18.32383,756,301,5,347,3.13E+17,0.7595012,278,51900,535,QSO
1.24E+18,167.8190937,0.834853234,19.13251,17.15453,16.1845,15.7394,15.39719,756,301,5,347,3.13E+17,0.09808062,278,51900,569,GALAXY
1.24E+18,167.7836653,0.680181432,19.5422,18.08779,17.37319,17.10596,16.91761,756,301,5,347,3.13E+17,0.1841377,278,51900,509,GALAXY
1.24E+18,167.7959873,0.765036406,19.57536,18.33072,17.59694,17.15263,16.88388,756,301,5,347,3.14E+17,0.09832358,279,51984,331,GALAXY
1.24E+18,167.976758,0.645710778,19.23252,17.25886,16.262,15.83086,15.49474,756,301,5,348,3.14E+17,0.09702581,279,51984,338,GALAXY
1.24E+18,167.987633,0.640042655,19.54337,17.84517,16.95884,16.54037,16.19872,756,301,5,348,3.13E+17,0.09890851,278,51900,541,GALAXY
1.24E+18,168.0299668,0.653782954,18.88266,17.47959,16.82158,16.45022,16.17961,756,301,5,349,3.14E+17,0.07287233,279,51984,332,GALAXY
1.24E+18,168.0390911,0.628669422,19.18307,17.66005,16.83644,16.35058,16.01181,756,301,5,349,3.14E+17,0.06343078,279,51984,333,GALAXY
1.24E+18,168.0424432,0.638810268,18.92422,18.03983,17.50104,17.15022,17.0183,756,301,5,349,3.13E+17,0.1802332,278,51900,585,GALAXY
1.24E+18,168.1587928,0.639288327,19.55682,17.63984,16.70963,16.28778,15.9686,756,301,5,350,3.13E+17,0.07451127,278,51900,581,GALAXY
1.24E+18,168.2135391,0.820279025,18.76875,16.94027,16.02245,15.59484,15.25729,756,301,5,350,3.13E+17,0.0993662,278,51900,616,GALAXY
1.24E+18,168.2346311,0.725663146,18.68803,16.70835,15.73489,15.29818,14.94783,756,301,5,350,3.14E+17,0.09693082,279,51984,323,GALAXY
1.24E+18,168.2401131,0.717162334,19.343,17.77038,16.86084,16.3681,16.02871,756,301,5,350,3.13E+17,0.09933893,278,51900,629,GALAXY
1.24E+18,168.4161965,0.821007754,17.38237,16.16942,15.56552,15.2225,14.97996,756,301,5,351,3.14E+17,0.0285547,279,51984,371,GALAXY
1.24E+18,168.4414301,0.637933842,18.37201,17.33949,16.9086,16.69166,16.52502,756,301,5,351,3.14E+17,0.02867569,279,51984,376,GALAXY
1.24E+18,168.6411775,0.678964599,18.27312,17.2856,16.93448,16.7603,16.72673,756,301,5,353,3.14E+17,0.000186654,279,51984,375,STAR
1.24E+18,168.6741854,0.717490625,17.60515,16.66065,16.33816,16.19919,16.16005,756,301,5,353,3.14E+17,0.000715159,279,51984,402,STAR
1.24E+18,168.7732737,0.684508998,18.7904,17.65741,17.18448,16.87866,16.6921,756,301,5,354,3.14E+17,0.06351299,279,51984,412,GALAXY
1.24E+18,168.9912494,0.810269929,17.70241,16.6369,16.06127,15.69662,15.46923,756,301,5,355,3.14E+17,0.06904177,279,51984,453,GALAXY
1.24E+18,168.9094005,0.819114263,19.27814,17.79821,17.29449,16.94444,16.78738,756,301,5,355,3.14E+17,0.07801542,279,51984,455,GALAXY
1.24E+18,168.9395681,0.692967032,19.21593,18.03726,17.46021,17.14484,16.90291,756,301,5,355,3.14E+17,0.1136456,279,51984,454,GALAXY
1.24E+18,168.9745255,0.792878711,18.95633,17.84708,17.15287,16.74504,16.48077,756,301,5,355,3.14E+17,0.1406462,279,51984,459,GALAXY
1.24E+18,148.0568227,60.0732227,18.74285,17.85726,17.63386,17.36255,17.34213,1345,301,4,245,5.10E+17,0.08996506,453,51915,603,GALAXY
1.24E+18,148.1553009,60.09834265,18.53211,17.77745,17.77264,17.69394,17.57018,1345,301,4,246,6.44E+18,2.634126,5719,56014,738,QSO
1.24E+18,148.0262144,60.13600207,19.04191,17.23856,16.30215,15.86107,15.51815,1345,301,4,246,5.10E+17,0.1218859,453,51915,608,GALAXY
1.24E+18,148.274502,60.27689587,18.14583,17.9016,18.24247,18.50033,18.79215,1345,301,4,247,6.44E+18,-6.39E-05,5719,56014,734,STAR
1.24E+18,148.3041068,60.31227268,18.7966,17.74803,17.44984,17.28367,17.31087,1345,301,4,247,8.67E+17,0.005450966,770,52282,310,GALAXY
1.24E+18,149.2173735,60.45006395,19.41254,18.56931,18.43999,18.20008,18.12886,1345,301,4,250,8.67E+17,0.07332047,770,52282,491,GALAXY
1.24E+18,149.2078375,60.52120261,19.23483,18.39306,18.15089,18.05317,18.07109,1345,301,4,250,6.44E+18,5.26E-05,5719,56014,844,STAR
1.24E+18,149.6028639,60.49329191,19.41117,18.64665,18.20984,17.88081,17.80146,1345,301,4,251,8.67E+17,0.1494164,770,52282,490,GALAXY
1.24E+18,150.0304199,60.72357082,19.54569,18.1828,17.30174,16.89585,16.61559,1345,301,4,253,8.67E+17,0.1549979,770,52282,514,GALAXY
1.24E+18,150.0685994,60.72014059,18.31695,17.10644,16.79831,16.65442,16.56911,1345,301,4,253,8.67E+17,0.02400258,770,52282,519,GALAXY
1.24E+18,150.160244,60.79703572,18.95962,17.86587,17.28105,16.92205,16.67055,1345,301,4,254,8.67E+17,0.1149667,770,52282,505,GALAXY
1.24E+18,150.2973043,60.68806789,19.12414,18.19792,17.87693,17.74974,17.67842,1345,301,4,254,6.44E+18,-0.000348071,5719,56014,954,STAR
1.24E+18,150.3540903,60.77144199,17.91501,16.25602,15.38147,14.979,14.64811,1345,301,4,254,8.67E+17,0.1148874,770,52282,510,GALAXY
1.24E+18,150.5163436,60.81843404,16.97578,16.58434,16.83756,17.06373,17.31636,1345,301,4,255,8.67E+17,-3.61E-06,770,52282,513,STAR
1.24E+18,150.4432561,60.94707016,19.44978,17.63149,16.6723,16.25154,15.91627,1345,301,4,255,8.67E+17,0.1127725,770,52282,508,GALAXY
1.24E+18,151.3774788,61.04919716,18.75943,18.6975,18.45713,18.37302,18.48348,1345,301,4,258,8.68E+17,1.220154,771,52370,301,QSO
1.24E+18,151.3778076,61.10683515,17.86798,16.52676,16.03401,15.73971,15.61351,1345,301,4,258,8.68E+17,0.04521968,771,52370,310,GALAXY
1.24E+18,151.4386446,61.09871618,18.56294,17.49754,16.96233,16.57587,16.3829,1345,301,4,259,8.68E+17,0.07196948,771,52370,312,GALAXY
1.24E+18,151.8508532,61.22998565,19.05015,19.07944,19.05555,18.84433,18.73188,1345,301,4,260,7.97E+18,1.938027,7081,56684,352,QSO
1.24E+18,151.8407762,61.26150235,17.77193,17.48062,17.51472,17.56713,17.51998,1345,301,4,260,8.67E+17,0.700546,770,52282,563,QSO
1.24E+18,151.8249434,61.20237542,19.51414,19.32144,19.29885,19.14114,19.03882,1345,301,4,260,8.67E+17,1.571192,770,52282,578,QSO
1.24E+18,151.8683875,61.18428404,19.39146,19.44099,19.71325,20.01266,20.25041,1345,301,4,260,8.67E+17,-0.000133545,770,52282,568,STAR
1.24E+18,151.7506408,61.32379394,19.19927,19.20016,19.49086,19.67431,20.01185,1345,301,4,260,7.97E+18,-0.000317769,7081,56684,318,STAR
1.24E+18,151.9986016,61.25941879,18.83116,18.80829,18.58583,18.20597,18.30312,1345,301,4,261,7.97E+18,0.2252602,7081,56684,308,QSO
1.24E+18,151.8871663,61.33973964,19.34423,18.35129,17.97771,17.83285,17.81352,1345,301,4,261,8.68E+17,-0.000375322,771,52370,276,STAR
1.24E+18,152.0332582,61.26134278,19.49508,19.38037,19.24841,19.25034,19.21648,1345,301,4,261,8.67E+17,1.15491,770,52282,602,QSO
1.24E+18,152.2320856,61.42833458,19.09808,17.91339,17.29491,16.90189,16.69795,1345,301,4,262,8.68E+17,0.09411834,771,52370,273,GALAXY
1.24E+18,152.2516693,61.4196053,18.58315,17.65094,17.30256,16.99409,17.08455,1345,301,4,262,8.67E+17,0.09305941,770,52282,615,GALAXY
1.24E+18,152.4367709,61.28696752,18.85486,17.5362,16.78927,16.41368,16.1224,1345,301,4,262,8.67E+17,0.1140095,770,52282,601,GALAXY
1.24E+18,152.4181416,61.3168177,19.41243,19.32394,19.22407,18.97329,18.88414,1345,301,4,262,8.67E+17,1.769435,770,52282,607,QSO
1.24E+18,152.663627,61.5277444,19.06009,17.01048,15.73826,15.3069,14.95283,1345,301,4,263,8.68E+17,0.09363165,771,52370,480,GALAXY
1.24E+18,152.6109273,61.43527607,18.20177,17.34215,17.08671,16.77608,16.77295,1345,301,4,263,8.68E+17,0.09688862,771,52370,221,GALAXY
1.24E+18,152.7823914,61.47337522,19.22979,18.09461,17.68937,17.45336,17.29518,1345,301,4,264,8.68E+17,0.03478104,771,52370,237,GALAXY
1.24E+18,153.0487077,61.46950245,19.59387,19.51828,19.39917,19.34948,19.45654,1345,301,4,264,8.68E+17,1.43283,771,52370,235,QSO
1.24E+18,152.9108946,61.51695269,19.08654,17.97326,17.65106,17.421,17.42075,1345,301,4,264,8.68E+17,0.0448626,771,52370,479,GALAXY
1.24E+18,153.1790623,61.55078263,17.69973,16.97177,17.14835,17.04793,17.00359,1345,301,4,265,8.68E+17,0.03476755,771,52370,490,GALAXY
1.24E+18,153.2260496,61.60962314,18.89581,18.91397,18.95599,18.82631,18.65567,1345,301,4,265,7.97E+18,2.05125,7081,56684,142,QSO
1.24E+18,153.4055252,61.54305255,18.55654,18.46887,18.31478,18.33877,18.50744,1345,301,4,265,8.68E+17,1.155127,771,52370,491,QSO
1.24E+18,153.0100893,61.59029353,18.72512,18.04448,17.87496,17.81349,17.77476,1345,301,4,265,8.68E+17,0.01048278,771,52370,496,GALAXY
1.24E+18,153.1665534,61.49095036,17.84159,16.14408,15.34132,14.9335,14.61745,1345,301,4,265,8.68E+17,0.07447439,771,52370,499,GALAXY
1.24E+18,153.0775803,61.63430152,19.47409,17.68656,16.8346,16.42661,16.09863,1345,301,4,265,8.68E+17,0.07451639,771,52370,488,GALAXY
1.24E+18,153.0827105,61.69179911,18.61887,17.1707,16.50163,16.13678,15.88434,1345,301,4,265,8.68E+17,0.07420275,771,52370,500,GALAXY
1.24E+18,153.2761109,61.6318567,19.27858,18.42735,18.17513,18.04964,18.01809,1345,301,4,265,7.97E+18,-3.07E-05,7081,56684,148,STAR
1.24E+18,154.1475031,61.82805368,18.13739,18.01054,17.81862,17.79867,17.65954,1345,301,4,268,7.97E+18,0.9635508,7081,56684,974,QSO
1.24E+18,153.9888515,61.78752963,19.24057,19.01338,18.95,18.75981,18.63117,1345,301,4,268,8.69E+17,0.4751285,772,52375,301,QSO
1.24E+18,154.7124101,61.95700798,17.3997,16.51433,16.26183,16.17136,16.14448,1345,301,4,270,7.98E+18,-0.000372148,7090,56659,548,STAR
1.24E+18,154.9968323,62.08805154,18.71896,18.56952,18.51571,18.47924,18.36798,1345,301,4,272,8.68E+17,1.990495,771,52370,542,QSO
1.24E+18,155.220359,62.00608743,18.63872,18.43038,18.07986,17.57686,17.50692,1345,301,4,272,8.68E+17,0.13317,771,52370,584,QSO
1.24E+18,201.6137203,64.46680373,18.60421,17.85486,17.72768,17.36627,17.48459,1345,301,4,409,6.79E+17,0.09176338,603,52056,486,GALAXY
1.24E+18,127.3226682,51.62881889,19.34761,19.02429,18.80904,18.58922,18.45484,1350,301,3,158,4.98E+17,0.4646733,442,51882,610,QSO
1.24E+18,127.3573861,51.75827047,18.0629,16.57734,15.80403,15.41411,15.10063,1350,301,3,159,5.00E+17,0.03775839,444,51883,292,GALAXY
1.24E+18,127.3648131,51.75228405,19.34587,18.1596,17.59492,17.21888,17.04432,1350,301,3,159,4.98E+17,0.08166961,442,51882,602,GALAXY
1.24E+18,127.2739733,51.81462058,18.27834,17.30792,16.93843,16.80501,16.73251,1350,301,3,159,8.23E+18,-0.000225828,7310,56693,746,STAR
1.24E+18,127.4502959,51.85235829,17.76717,16.56346,16.30528,16.21588,16.18194,1350,301,3,159,8.22E+18,-9.49E-05,7302,57012,422,STAR
1.24E+18,127.5523576,51.88049207,17.92249,16.87427,16.44295,16.16267,15.94842,1350,301,3,160,4.98E+17,0.04086782,442,51882,605,GALAXY
1.24E+18,127.6073718,51.89049112,18.27207,16.38444,15.5123,15.10413,14.76648,1350,301,3,160,4.98E+17,0.04112403,442,51882,604,GALAXY
1.24E+18,127.4844722,51.97339746,17.62999,16.23983,15.78953,15.57685,15.4064,1350,301,3,160,4.98E+17,0.01742278,442,51882,608,GALAXY
1.24E+18,127.6934702,51.99819275,19.438,19.19442,18.89663,18.93262,18.89935,1350,301,3,161,5.00E+17,1.030829,444,51883,242,QSO
1.24E+18,127.6202397,52.08335033,18.95382,17.78703,17.16479,16.79436,16.57968,1350,301,3,161,5.00E+17,0.1095331,444,51883,298,GALAXY
1.24E+18,127.7306458,52.19678257,18.67957,18.61295,18.46614,18.54483,18.58011,1350,301,3,162,5.00E+17,0.9609091,444,51883,260,QSO
1.24E+18,127.8858044,52.19518197,19.59061,19.36594,19.16448,18.96817,18.58682,1350,301,3,162,8.22E+18,0.3947456,7302,57012,395,QSO
1.24E+18,127.8118616,52.13094254,19.49031,17.55084,16.60435,16.17091,15.82891,1350,301,3,162,5.00E+17,0.06467286,444,51883,250,GALAXY
1.24E+18,127.9593578,52.16050628,18.15383,16.72101,16.00057,15.62581,15.35589,1350,301,3,162,5.00E+17,0.08131877,444,51883,256,GALAXY
1.24E+18,127.9629865,52.20358294,18.79351,17.76258,17.42806,17.29344,17.23757,1350,301,3,163,8.22E+18,-0.000524427,7302,57012,384,STAR
1.24E+18,127.9371171,52.3545237,17.12981,16.00554,15.43537,15.1208,14.84641,1350,301,3,163,5.00E+17,0.03101351,444,51883,189,GALAXY
1.24E+18,127.8514296,52.29768966,17.90737,16.25171,15.40129,14.96013,14.6182,1350,301,3,163,5.00E+17,0.05789973,444,51883,249,GALAXY
1.24E+18,127.9203222,52.30517341,19.31307,17.72474,16.87548,16.43373,16.0979,1350,301,3,163,5.00E+17,0.08393977,444,51883,257,GALAXY
1.24E+18,128.2010686,52.31303033,18.75982,18.65181,18.38854,18.30109,18.23231,1350,301,3,164,5.00E+17,1.357883,444,51883,220,QSO
1.24E+18,128.2838263,52.30028816,18.8566,18.42078,18.10363,18.08493,18.11001,1350,301,3,164,5.00E+17,1.299226,444,51883,208,QSO
